source,target,weight
VC05,AVFL,2
VC05,AVFR,1
VC05,DVC,3
VC05,HSNL,1
VC05,HSNR,3
VC05,PVR,1
VC05,PVT,1
VC05,VC04,4
VC05,VC05,6
VC06,AVG,2
VC06,AVL,4
VC06,DD06,6
VC06,PVNR,4
VC06,VD11,10
VC06,VD12,7
VD01,DD01,2
VD01,VA01,8
VD01,VB01,5
VD02,AS01,1
VD02,AVEL,1
VD02,DD01,1
VD02,VA02,12
VD02,VB02,4
VD03,DD01,6
VD03,VA03,4
VD03,VB02,2
VD03,VB03,1
VD04,VA04,1
VD04,VB03,2
VD05,AVAR,1
VD05,DD03,1
VD05,VA05,2
VD05,VA06,1
VD05,VB01,1
VD05,VB04,2
VD06,AVAL,1
VD06,DD03,6
VD06,PVNR,1
VD06,VA06,3
VD06,VB05,1
VD07,DD04,1
VD07,VA07,2
VD07,VB06,2
VD07,VB07,1
VD08,DD04,5
VD08,PVT,1
VD08,VA08,2
VD08,VA09,1
VD08,VB07,2
VD09,VA09,3
VD09,VB08,2
VD10,VA10,2
VD10,VB09,1
VD11,AVAR,2
VD11,DD06,2
VD11,PVT,1
VD11,VA11,2
VD11,VB10,1
VD12,DD06,2
VD12,VA11,3
VD12,VA12,13
VD12,VB11,1
VD12,VC06,1
VD13,AVAR,2
VD13,DD06,3
VD13,PVCR,1
VD13,PVWL,1
VD13,VA12,11
VD13,VD12,1
VD13,VD13,2
